Time,X,Y,Z,Heart Rate,Labels
7935,0.0523833,4.5524139,14.2366639,62.66666667,2
7950,0.0532839,4.5558014,14.2312319,63,2
7965,0.0482027,4.5524292,14.2365875,59.66666667,2
7980,0.0464173,4.5454864,14.2312624,63,2
7995,0.0578155,4.5568541,14.2393648,63.33333333,2
8010,0.0744173,4.5553892,14.2270662,62.5,2
8025,0.0659487,4.5524292,14.232361,62,2
8040,0.062134,4.5430451,14.2422946,62,2
8055,0.0674439,4.5460204,14.2319337,60.25,2
8070,0.0842437,4.5533751,14.2282105,60.5,2
8085,0.0969545,4.5667572,14.2273713,55.5,2
8100,0.0949096,4.5726622,14.2253267,59.5,2
8115,0.0919802,4.5750426,14.2254791,59,2
8130,0.0876466,4.5721435,14.2258149,59.66666667,2
8145,0.0851443,4.5686798,14.2229768,61.66666667,2
8160,0.0811462,4.5677338,14.2246247,57,2
8175,0.0777588,4.5725858,14.2280427,60.66666667,2
8190,0.0796663,4.5691833,14.2280731,62,2
8205,0.0773164,4.5666501,14.2231598,62,2
8220,0.0484008,4.6095427,14.223648,62,2
8235,0.0406953,4.6011656,14.2159884,61.66666667,2
8250,0.039917,4.5991362,14.2158965,63,2
8265,0.0415801,4.599182,14.2160034,60.66666667,2
8280,0.0434723,4.58934,14.2198029,60,2
8295,0.0375214,4.5844113,14.2192534,61.66666667,2
8310,0.0392914,4.5946958,14.2193299,59.33333333,2
8325,0.040329,4.5947722,14.2212982,63.66666667,2
8340,0.0447084,4.5987091,14.2165524,63,2
8355,0.0441894,4.5917661,14.220871,61.33333333,2
8370,0.0530397,4.5947263,14.2211608,63.33333333,2
8385,0.0516358,4.592758,14.2225036,61,2
8400,0.0506436,4.591812,14.2199707,62,2
8415,0.0521545,4.5952455,14.2186431,63.66666667,2
8430,0.0551148,4.600189,14.216751,62,2
8445,0.0549772,4.59523,14.2215117,61.66666667,2
8460,0.0570221,4.5947264,14.22348,63,2
8475,0.0598299,4.5912628,14.2225341,64,2
8490,0.0550691,4.6051329,14.2143555,63,2
8505,0.0575101,4.6105497,14.2098388,62.33333333,3
8520,0.0580903,4.6109922,14.2191622,63.33333333,3
8535,0.0604857,4.6021573,14.2148437,60.5,2
8550,0.0618745,4.6057128,14.2113038,61,2
8565,0.0624693,4.6012112,14.2120973,62,2
8580,0.058441,4.594772,14.2119599,60.33333333,2
8595,0.0615385,4.6035765,14.2154083,62,2
8610,0.0619813,4.5961912,14.2173616,61,2
8625,0.0648345,4.6020964,14.2120056,62.66666667,2
8640,0.0673829,4.5975799,14.2325745,61,2
8655,0.076538,4.5483551,14.2298431,58,3
8670,0.0804749,4.5572968,14.2259979,58,3
8685,0.0770568,4.5675964,14.2216795,60.66666667,2
8700,0.0769806,4.5607299,14.2294006,59.66666667,2
8715,0.0815276,4.564163,14.2296141,60.66666667,2
8730,0.0864104,4.5686185,14.2223206,62,2
8745,0.0838469,4.5695038,14.2287904,63,2
8760,0.0858612,4.5612486,14.2281341,61,2
8775,0.0888671,4.5616454,14.2285919,61.33333333,2
8790,0.0874479,4.5592194,14.2296448,60.33333333,2
8805,0.0857391,4.5621339,14.221878,59.66666667,2
8820,0.0854337,4.5592497,14.231491,61.33333333,2
8835,0.092224,4.5631257,14.2272796,60.66666667,3
8850,0.0912169,4.5498352,14.2315827,61.66666667,3
8865,0.0912627,4.5577698,14.2306517,62,3
8880,0.0926359,4.5576935,14.2336883,60.33333333,3
8895,0.0961608,4.5611419,14.2253723,61.33333333,3
8910,0.0991057,4.5543211,14.2291411,62,3
8925,0.0583498,4.6455231,14.2092438,62,3
8940,0.0477604,4.6494444,14.2131347,62,3
8955,0.042328,4.6464998,14.203659,62,3
8970,0.0442353,4.6470337,14.2078094,63.33333333,3
8985,0.0382692,4.6470337,14.1985778,60.66666667,3
9000,0.038666,4.6332094,14.2120209,63,3
9015,0.0400085,4.6366883,14.2089539,62.66666667,3
9030,0.0399475,4.6382292,14.2026825,63,3
9045,0.041214,4.6361695,14.2090302,65.33333333,3
9060,0.0386963,4.638199,14.2065126,60.33333333,3
9075,0.0410004,4.6361846,14.2002413,59.66666667,3
9090,0.041626,4.6336825,14.2060853,60,3
9105,0.0438081,4.6376954,14.2054443,61,3
9120,0.043213,4.6336976,14.2064972,61,3
9135,0.0435638,4.6307527,14.2099,60.5,3
9150,0.0455016,4.635193,14.2038423,61,3
9165,0.0432281,4.6331635,14.2067108,62,3
9180,0.0458222,4.6375884,14.206833,62,3
9195,0.0454406,4.6297915,14.2067109,61.66666667,3
9210,0.0500031,4.6342622,14.2039491,59.66666667,3
9225,0.0494842,4.6263275,14.2115785,62,3
9240,0.0492861,4.6277619,14.2071229,59.75,3
9255,0.04776,4.6282657,14.2066497,59,3
9270,0.0546875,4.6278077,14.2153627,60,3
9285,0.0540926,4.6805418,14.1976624,61,3
9300,0.0486756,4.6865081,14.1907045,60,3
9315,0.046402,4.6811218,14.1895143,60.33333333,3
9330,0.0455169,4.6800691,14.1944123,60,3
9345,0.0457764,4.6721955,14.1869203,60,3
9360,0.0419921,4.6810762,14.1962434,59.75,3
9375,0.0417786,4.6776277,14.1936949,60.5,3
9390,0.0424958,4.6780852,14.1987916,60,3
9405,0.040024,4.68396,14.1915284,60,3
9420,0.0404817,4.6820831,14.1974334,59,3
9435,0.0390167,4.6737061,14.1969606,59.66666667,3
9450,0.0408937,4.6633149,14.195984,59.66666667,3
9465,0.0420684,4.665329,14.1925203,60,3
9480,0.0393219,4.6697539,14.1960602,60,3
9495,0.0413515,4.6717225,14.195053,60,3
9510,0.0399018,4.6667632,14.1917115,59.66666667,3
9525,0.0433349,4.6618652,14.1872864,59.5,3
9540,0.0409242,4.6672668,14.1961364,59,3
9555,0.0433655,4.6720734,14.199585,61,0
9570,0.0439146,4.6706696,14.1966402,61,0
9585,0.0453491,4.6657106,14.2005159,61,1
9600,0.2434997,4.2501983,14.4484864,61,1
9615,4.8811187,3.6546631,14.3299867,61,1
9630,3.7514955,2.9554445,14.0924529,96,1
9645,3.5760802,3.0776367,14.1181946,69,1
9660,3.3639983,3.2273406,14.1317749,53.5,1
9675,3.3439482,3.2209624,14.1367646,50,1
9690,3.3330382,3.2248841,14.1397402,55,1
9705,3.3270874,3.2292786,14.1380157,58.66666667,0
9720,3.3142852,3.228836,14.1445618,56.75,0
9735,3.3055114,3.2181243,14.2133942,63,0
9750,3.3649902,3.1298981,14.3449554,61,0
9765,3.1907348,2.879837,14.2367706,52,1
9780,3.1754915,2.8072207,14.2864379,57,1
9795,3.1306763,2.7870637,14.2946623,52,1
9810,3.121338,2.7497408,14.2628021,53,1
9825,3.1227874,2.7433322,14.2648315,53,1
9840,3.1154175,2.7492677,14.2693634,53.33333333,1
9855,3.1064758,2.7531587,14.2998656,53.5,1
9870,3.0986481,2.7492831,14.2726438,54.66666667,1
9885,3.0991365,2.7433627,14.2716066,55,1
9900,3.0936889,2.7541353,14.2745971,58.5,1
9915,3.0942382,2.7413941,14.2734374,62,2
9930,3.0882262,2.7384492,14.2801209,63.33333333,2
9945,3.0886841,2.7314757,14.2824858,61.66666667,2
9960,3.0867159,2.7270354,14.276718,51.66666667,2
9975,3.0872042,2.7364047,14.27919,54.33333333,2
9990,3.0911863,2.7265627,14.2800139,59,2
10005,3.0916442,2.7221374,14.2815396,58.33333333,2
10020,3.0880279,2.7166902,14.2907105,57.66666667,2
10035,3.0821228,2.6930998,14.2895356,51.5,2
10050,3.0772857,2.7000121,14.2858734,53.5,2
10065,3.0797424,2.7034455,14.2894134,56.66666667,2
10080,3.0763091,2.7039642,14.284668,58,2
10095,3.0797272,2.7058563,14.2879335,59,2
10110,3.0768585,2.699005,14.288788,59,2
10125,3.075714,2.7023926,14.2923737,57.75,2
10140,3.0801238,2.6827391,14.2862853,53.5,2
10155,3.0712586,2.6925352,14.3011169,54.75,0
10170,3.0580138,2.693512,14.3017274,57.66666667,0
10185,2.961319,2.7147063,14.4936372,58,0
10200,1.281723,5.4003755,14.3584593,58.66666667,0
10215,0.9910431,5.2219542,14.0277254,81.5,0
10230,0.7673799,5.127182,14.0135498,74.66666667,0
10245,0.6960756,5.1197508,14.0175627,62.5,0
10260,0.6602171,5.115738,14.0281371,69,0
10275,0.6474605,5.1088104,14.0243989,50.66666667,0
10290,0.6390989,5.1118011,14.0177916,56,0
10305,0.6346741,5.1156312,14.0227204,55.66666667,0
10320,0.6331938,5.1112822,14.0329285,56,0
10335,0.6274415,5.1087188,14.0359649,52.25,0
10350,0.6272735,5.1181945,14.0243683,53,0
10365,2.306076,6.000656,15.7213133,57,1
10380,1.3101043,2.3370818,15.4433136,62.33333333,1
10395,0.3472135,0.6877748,14.8509062,52,2
10410,0.3289335,0.7104035,14.842041,57,2
10425,0.3255005,0.7162935,14.8544922,50,2
10440,0.3388516,0.7256776,14.8535916,52.75,2
10455,0.3298949,0.7281341,14.8484955,53,2
10470,0.3348387,0.7306366,14.8481444,51.75,2
10485,0.3466947,0.7325898,14.8473358,51,2
10500,0.3372802,0.7380372,14.8486938,51,2
10515,0.3333128,0.7380066,14.845215,55,2
10530,0.3230436,0.7517397,14.849411,55.33333333,2
10545,0.3199463,0.7714691,14.8460998,53.66666667,2
10560,0.3224791,0.7700195,14.8456879,51.66666667,2
10575,0.3180849,0.7729186,14.8476716,52.66666667,2
10590,0.3146514,0.7733612,14.8480836,55.33333333,2
10605,0.3358002,0.7694241,14.8438569,51.33333333,2
10620,0.3233948,0.7744599,14.8511504,54.33333333,2
10635,0.312683,0.7694853,14.8431853,54.5,2
10650,0.3161315,0.7675169,14.8423612,56,2
10665,0.3185577,0.7640839,14.8501586,58.5,2
10680,0.3233946,0.7694855,14.8511659,59,2
10695,0.3308257,0.7734069,14.84935,57.5,2
10710,0.3200378,0.7684784,14.8463136,57.5,2
10725,0.3239592,0.7679442,14.8452757,56.5,2
10740,0.3292999,0.7689667,14.8469084,56,2
10755,0.3313139,0.7689819,14.859924,59,2
10770,0.3225401,0.7679597,14.8501587,57.66666667,2
10785,0.3302763,0.7650605,14.8445127,57.66666667,2
10800,0.3239594,0.7640531,14.8496704,58.33333333,2
10815,0.3224488,0.7670287,14.8545075,58.66666667,2
10830,0.3274687,0.7635802,14.847641,56.66666667,2
10845,0.3195646,0.7567138,14.8446961,57.66666667,2
10860,0.323471,0.7577057,14.8492278,59,2
10875,0.3323211,0.7592011,14.8475038,59,2
10890,0.3303678,0.7581481,14.8455047,58.25,2
10905,0.3332823,0.7571716,14.8519133,58,2
10920,0.32843,0.75914,14.8503114,59,2
10935,0.3253936,0.7576447,14.8468933,59,2
10950,0.3229674,0.7551726,14.8448639,57,2
10965,0.3244779,0.7562104,14.8489381,58.33333333,2
10980,0.3298492,0.7547455,14.8489991,59,2
10995,0.3362119,0.7547608,14.8494262,58.33333333,2
11010,0.3328399,0.7488099,14.8488463,55.33333333,2
11025,0.3256072,0.7492978,14.8572235,57.33333333,2
11040,0.3323515,0.7527466,14.8504028,59,2
11055,0.334793,0.7488097,14.8524474,58,2
11070,0.3293762,0.7512358,14.8471223,57.75,2
11085,0.3293609,0.7586209,14.8495329,58,2
11100,0.3391724,0.7523041,14.8504027,58.66666667,2
11115,0.3338317,0.752182,14.8475951,57.33333333,2
11130,0.3391876,0.7483062,14.8470307,56.66666667,2
11145,0.3333434,0.7507782,14.8465268,57.66666667,2
11160,0.3372193,0.7532347,14.8495331,56.33333333,2
11175,0.3323208,0.7508085,14.8483886,56,2
11190,0.3383024,0.7503051,14.8499908,57,2
11205,0.3337706,0.7443848,14.8523406,58.66666667,2
11220,0.3328552,0.749771,14.8505554,58.66666667,2
11235,0.3356932,0.7448733,14.8510742,57.33333333,2
11250,0.3357392,0.7502747,14.8466796,57.33333333,2
11265,0.3362578,0.7454072,14.8486784,58.33333333,2
11309,0.3366548,0.7409668,14.8515471,59,2
11324,0.335266,0.7438814,14.8529204,59,2
11339,0.3334044,0.7409669,14.8470916,58.33333333,2
11354,0.3431701,0.7389679,14.8485566,58.33333333,2
11369,0.3417054,0.7418976,14.8482665,57.5,2
11629,0.3372955,0.7295838,14.8521729,58,2
11644,0.3432006,0.7340545,14.8513488,57.5,2
11659,0.3451232,0.7395021,14.8610076,58.75,2
11674,0.6946718,1.4695281,14.8437651,58.66666667,3
11689,3.2596436,2.7908936,14.79895,55,2
11704,3.2957456,0.9021911,14.4665224,47,2
11770,2.3571929,3.9085234,14.173462,49,3
11810,2.3236693,3.9055632,14.1831665,52,2
11825,2.3241578,3.9482726,14.2103881,56.5,2
11840,2.3034667,3.8952178,14.1833648,54,0
11855,2.2956695,3.8941956,14.180786,50,0
11870,2.2896729,3.8981626,14.1816254,50,2
12190,2.2334289,3.8701324,14.1984102,57,1
12230,2.2304078,3.8607177,14.198349,58,1
12245,2.2324068,3.855789,14.1997528,56,0
12260,2.2367708,3.8646087,14.2004396,56.66666667,0
12275,2.2353822,3.8740691,14.2004853,61,1
12290,2.2246399,3.8769986,14.1920624,60.66666667,1
12330,2.2206876,3.8784179,14.1978452,69,1
12345,2.2220917,3.8646696,14.2022859,66.5,2
12360,2.2187194,3.8686368,14.1987763,60.75,2
12375,2.2166595,3.8715821,14.1967621,61.66666667,2
12390,2.2136688,3.8690644,14.1997681,57.5,1
12450,2.1941528,4.0164792,14.1660004,68,1
12490,2.1795045,4.0233,14.1717223,68,1
12505,2.1917264,4.0169678,14.1742097,67.33333333,2
12631,2.1942291,4.0313109,14.169403,65,5
12752,2.1809082,4.0234069,14.1663512,60,5
12812,2.2195588,4.9806976,13.9794464,60,5
12872,2.1843872,4.9804381,13.8865966,65,5
12932,2.1631929,4.9519654,13.884659,59,5
13052,2.1479492,4.9469912,13.8912202,64,5
13152,2.1539156,4.9736938,13.872162,64,5
13432,0.9386445,3.6614227,14.4383998,62,5
13492,0.9130248,3.5356904,14.4627535,60,5
13507,0.9102474,3.5154876,14.46846,60,5
13552,0.9031525,3.4410859,14.48497,51,5
13567,0.9125213,3.4287413,14.4906159,51,5
13612,0.8757935,3.281311,14.5259552,58,5
13627,0.8576201,3.2571411,14.5319213,58,5
13812,0.8978577,2.6327666,14.6412506,59,5
13872,0.9078216,2.5943604,14.6453093,57,5
13887,1.2835846,2.4193878,14.7205352,57,5
13932,1.1752319,2.3379363,14.6714172,58,5
13992,1.0517884,2.1924742,14.7057953,59,5
14007,1.045456,2.190918,14.7053986,60.75,5
14051,0.8442995,2.2468569,14.7128448,63,5
14066,0.8064878,2.1694946,14.7238006,63,5
14081,0.8144225,2.181839,14.7174073,61.66666667,5
14096,0.8242799,2.1492766,14.7257691,62,5
14111,0.8160095,2.1315001,14.7271882,62.66666667,5
14151,0.8473815,2.132553,14.7275848,54,5
14166,0.8523865,2.1236877,14.7241976,53.5,5
14211,0.7547761,2.0403597,14.743042,55,5
14226,0.7563785,2.043274,14.7440949,54.33333333,5
14271,0.7416993,2.0117342,14.7465057,72,5
14286,0.748581,2.0014039,14.7481688,68,5
14301,0.7756502,2.0073241,14.7492218,49.5,5
14316,0.7761076,2.0187075,14.7544098,54.66666667,5
14331,0.768814,1.9777834,14.7500612,60,5
14346,0.7717745,1.9787597,14.7461853,62,5
14361,0.7722627,1.981247,14.7426909,62,5
14376,0.77182,1.9895325,14.7641297,62,5
14411,0.7610322,1.985138,14.7535859,64,5
14426,0.7619475,1.9747769,14.7471922,64,5
14511,0.7537993,1.9147492,14.7589873,68,5
14526,0.7458496,1.9397734,14.7588197,66.75,5
14591,0.7392578,1.8550721,14.7641598,61,5
14606,0.7348479,1.8314057,14.7685089,61.33333333,5
14621,0.737808,1.8250427,14.7641448,57.5,5
14636,0.7416839,1.8314362,14.7625579,55,5
14671,0.7708433,1.6076202,14.9963227,57,5
14686,0.7870637,1.128006,14.8247377,56,5
14751,0.792923,1.1521758,14.8209077,63,5
14766,0.8072507,1.1280668,14.8277283,63,5
15212,4.2997133,10.4895937,9.9191894,50,5
15227,4.2725373,10.5240478,9.9038695,53.33333333,5
15242,4.2543944,10.559494,9.9160766,57,5
15257,4.2387239,10.5625457,9.8841402,59,5
15272,4.2447968,10.5545959,9.9112702,58.5,5
15287,4.2119292,10.5477447,9.8984528,59,5
15302,4.2173003,10.5581208,9.904953,56.33333333,5
15317,4.2006989,10.5708468,9.9080351,57.33333333,5
15332,4.1872254,10.565903,9.8888857,57,5
15347,8.3117522,9.8429412,14.1625521,57,5
15362,3.5888217,9.2924039,14.4409945,72,5
15377,0.1441038,6.0715027,13.7015383,60.33333333,5
15392,0.1165007,6.0567781,13.6757355,61.5,5
15407,0.1272583,6.0428468,13.6899416,63,5
15422,0.13443,6.0108643,13.7011415,58.66666667,5
15437,0.1542967,5.9275057,13.720642,57.66666667,5
15452,0.1651765,5.9491273,13.7113955,56.33333333,5
15467,0.160187,5.9427489,13.7170716,54,5
15482,0.1635589,5.9112092,13.7123108,53.25,5
15497,0.1685637,5.9368439,13.7173158,54,5
15512,1.0225372,6.2209167,14.1250457,55,5
15527,1.7000429,3.6202544,14.5363007,56,5
15542,4.3699952,7.5922088,11.5304564,68.66666667,5
15557,1.8906861,3.211151,16.4646606,77.33333333,5
15572,0.4496002,1.1842346,14.8634034,82.33333333,5
15587,0.4783631,1.2424011,14.8512267,65.66666667,5
15602,3.3685911,2.0103456,15.0076903,68,5
15617,6.6582948,4.6048889,14.4487,82,5
15632,6.0378723,3.46286,13.1118623,63,5
15647,5.9929655,3.4651946,13.1341094,63,5
15662,5.9800415,3.47554,13.1389464,60.33333333,5
15677,5.9623109,3.4883422,13.1487273,65,5
15692,5.9628908,3.5060269,13.1547701,64.33333333,5
15707,5.9500428,3.5059964,13.1559448,63.66666667,5
15722,5.9333496,3.496704,13.1520384,66.66666667,5
15737,5.9835662,4.0209503,13.4201659,69.66666667,5
15752,7.6492309,10.4272001,13.2488403,70.33333333,5
15767,4.8815156,5.7261963,13.8414458,73,5
15782,3.8083192,4.934555,13.53302,69.75,5
15797,3.7364198,4.9503786,13.5407563,63,5
15812,3.6778871,4.9837493,13.5516967,62.66666667,5
15827,3.6582644,4.9804078,13.5533141,61.5,5
15842,3.6138915,5.0491487,13.6089477,62,5
15857,3.5057983,5.0729674,13.570038,64,5
15872,3.4698485,5.0764616,13.5715487,58,5
15887,3.3992003,5.0812224,13.6163787,54.66666667,5
15902,3.3383483,5.0872955,13.6048279,55.66666667,5
15917,3.3369598,5.1083984,13.5951081,58.66666667,5
15932,3.3304748,5.1197815,13.5852967,59,5
15947,3.3393553,5.1163638,13.5863802,58.5,5
15962,3.3374786,5.1167906,13.5918428,56.33333333,0
15977,3.3132325,5.3846894,13.5294953,55.33333333,1
15992,3.2763671,5.7294464,13.3637999,55.66666667,1
16007,3.2207489,5.7955932,13.4019624,55,2
16022,3.2159424,5.6969756,13.3989867,55,1
16037,3.2348174,5.7043611,13.3853457,54.66666667,1
16052,3.2032165,5.7266387,13.3754274,54,0
16067,3.2077485,5.7320253,13.3782653,54,0
16082,3.2025147,5.7384033,13.3720396,53,0
16097,3.2265167,5.7335051,13.3805543,53.33333333,1
16112,3.2211152,5.725174,13.3887939,55.5,1
16127,3.2348633,5.7522277,13.3764648,58.33333333,0
16142,3.2275084,5.7507324,13.3846588,54,0
16157,3.2232363,5.7408905,13.3592987,53,0
16172,3.2134859,5.7517699,13.3549499,53.5,0
16187,3.2079469,5.7527314,13.3809052,56.5,0
16202,3.3468018,6.0481567,13.2727965,56,0
16217,3.3233337,6.0502625,13.2337492,52.66666667,0
16232,3.3096312,6.0226441,13.2191313,52.33333333,0
16247,3.2957917,6.0384217,13.2241515,52,0
16262,3.2973176,6.0335085,13.220169,52,0
16277,3.2959597,6.0374604,13.2211609,52.5,0
16292,3.2890017,6.0438691,13.2177276,53.33333333,0
16307,3.297882,6.043335,13.2187805,55.25,1
16322,3.3021242,6.098358,13.2574922,60.66666667,0
16337,3.2702331,6.0473328,13.2260284,58,0
16352,3.2763216,6.0592497,13.224945,59.33333333,1
16367,3.2536165,6.0611113,13.233078,57.5,1
16382,3.2311554,6.0132599,13.2622986,54.66666667,1
16397,3.237137,6.0708771,13.280136,56.66666667,1
16412,3.2116547,5.9644317,13.2771606,57,1
16427,3.1872408,6.0540467,13.272949,56,1
16442,3.1313631,6.1351012,13.2244263,54.5,2
16457,3.1258241,6.1435242,13.2189484,55,2
16472,3.1275331,6.1371001,13.222702,54.33333333,2
16487,3.1161043,6.1449127,13.2274475,54,2
16502,3.1464082,6.1582795,13.2327119,54,2
16517,3.1297913,6.1335907,13.2279511,54,2
16532,3.127884,6.1488799,13.2338103,55.66666667,2
16547,3.1042024,6.1390227,13.2291868,56.33333333,2
16562,3.1031649,6.1355589,13.2296907,57.33333333,2
16577,3.1130984,6.1380156,13.2351839,56.66666667,2
16592,3.1204835,6.1296995,13.2335664,57.66666667,2
16607,3.1077119,6.1326445,13.2297668,57.33333333,2
16622,3.1027986,6.1385801,13.2238008,56.5,2
16637,3.0983125,6.1493531,13.226776,60.5,2
16652,3.0984499,6.1474454,13.222702,58,2
16667,3.1033174,6.143585,13.2316132,57.33333333,2
16682,3.0980225,6.1480101,13.2257996,58,2
16697,3.095413,6.1538087,13.2268218,60.33333333,2
16712,3.0939635,6.1557312,13.2261813,56,2
16727,3.0958557,6.3748474,13.1901856,56,2
16742,3.0828855,6.297409,13.164871,56,2
16757,3.0840148,6.3013762,13.1616822,56.66666667,2
16772,3.0741883,6.3052978,13.1574095,56.33333333,2
16787,3.0702971,6.3053892,13.155609,57.66666667,2
16802,3.0742187,6.3107606,13.1605226,58.33333333,2
16817,3.0835874,6.3018643,13.1595152,56.33333333,2
16832,3.0786743,6.3013763,13.1567684,56,2
16847,3.0736693,6.2979125,13.1544797,57.66666667,2
16862,3.0790097,6.3062895,13.1624145,56.33333333,2
16877,3.0786894,6.3028258,13.1609344,54.5,2
16892,3.071701,6.3127287,13.1673888,59.75,2
16907,3.0707857,6.3052976,13.1625213,60.5,2
16922,3.0722657,6.3077849,13.1633451,58,2
16937,3.0688322,6.3063049,13.1624144,58.33333333,2
16952,3.0693207,6.3177185,13.1527404,59.33333333,2
16967,3.0688476,6.3162078,13.1632995,59,2
16982,3.071716,6.3146821,13.1548766,59,2
16997,3.0659637,6.3107757,13.1578674,59,2
17012,3.0697478,6.315216,13.1580201,59,2
17027,3.0708159,6.3152162,13.15506,60,2
17042,3.0776214,6.3131712,13.1609497,59,2
17057,3.0712889,6.3123322,13.1588744,59,2
17072,3.0673522,6.3123321,13.164398,59,2
17087,3.0721588,6.3215942,13.166336,59.66666667,2
17102,3.0796355,6.3142393,13.1590424,61,2
17117,3.0717164,6.3181607,13.1581726,59.33333333,2
17132,3.0743867,6.312332,13.1540375,57,2
17147,3.067276,6.3211366,13.152237,57.33333333,2
17162,3.0727997,6.3161163,13.1579286,59,0
17177,3.0786286,6.3058319,13.1550142,59,0
17192,3.0875703,6.3181456,13.1595766,55.66666667,0
17207,3.073761,6.316742,13.1538085,56.5,0
17222,3.5888214,7.8026581,14.5852201,58.66666667,0
17237,2.518051,4.3064574,15.4281463,59,0
17252,1.9999391,5.3269197,14.7157439,59,1
17267,3.8154757,8.6170197,13.4795838,65,1
17282,7.6555024,17.065857,10.1999816,65,1
17297,4.8397064,13.3771362,5.9252015,94,1
17312,4.5826722,13.1696014,5.819809,69,1
17327,4.5784608,13.1508791,5.8339841,58.66666667,1
17342,4.5686342,13.1512758,5.8341368,60.5,1
17357,4.5696261,13.1512604,5.8439179,60.33333333,1
17372,4.5629578,13.1422881,5.8663024,58.5,2
17387,4.5428925,13.0881958,6.0669861,59,2
17402,4.5308228,13.0357664,6.100189,60.25,2
17417,4.530304,13.0406798,6.0968779,60,2
17432,4.5297394,13.0440977,6.1006776,59,2
17447,4.5312043,13.0638122,6.1025544,59.25,2
17462,4.5190736,13.042099,6.1075746,59,2
17477,4.4997712,13.0608521,6.1162414,57.33333333,2
17492,4.4844054,13.0668032,6.0850219,54,2
17507,4.5362397,13.2103731,6.1265106,58.5,2
17522,4.4730835,13.0260469,6.9726866,59,2
17537,4.3595427,12.7825624,6.7370452,52.25,2
17552,4.2959137,12.6520536,7.00087,51,2
17567,4.2989349,12.6823118,6.9670412,54,2
17582,4.28714,12.6822815,6.9628143,53.66666667,2
17597,4.2881012,12.6802824,6.9673613,52.33333333,2
17612,4.2808991,12.6827849,6.9741516,56.33333333,2
17627,4.28273,12.6852109,6.9615173,53.66666667,2
17642,4.2777863,12.6901855,6.9625702,53,2
17657,4.2801971,12.6872558,6.9624786,57.66666667,2
17672,4.2680359,12.6841734,6.9674682,57.33333333,2
17687,4.2674562,12.6852415,6.9660951,55,2
17702,4.2674256,12.6930541,6.9642181,53.33333333,2
17717,4.2601777,12.687622,6.9661864,55,2
17732,4.2590942,12.6950532,6.9618834,56.75,2
17747,4.2547453,12.6920471,6.9750516,56,2
17762,4.2537538,12.6890564,6.9712372,55.5,2
17777,4.2459717,12.6910856,6.9777223,56,2
17792,4.2469024,12.6900786,6.975128,56,2
17807,4.2439422,12.6905668,6.9771422,56.33333333,2
17822,4.1893615,12.9881439,6.6954805,56,2
17837,4.1159517,12.9439851,6.5748598,56,2
17852,4.1150053,12.9454653,6.5723878,55.66666667,2
17867,4.113159,12.9400635,6.5725709,55,2
17882,4.1120604,12.9434511,6.5753631,56.66666667,2
17897,4.1062621,12.938553,6.5798034,55.33333333,2
17912,4.1096041,12.9414829,6.5726317,54.33333333,2
17927,4.1092224,12.939911,6.5880127,54.66666667,2
17942,4.1145325,12.9444124,6.5841979,58,2
17957,4.1081848,12.9429629,6.5768126,55.66666667,2
17972,4.1110536,12.9404907,6.5801999,56.66666667,2
17987,4.103058,12.9393158,6.6168822,56.5,2
18002,4.1054229,12.9330141,6.5962372,56.5,2
18017,4.1034545,12.9344177,6.5928803,54.33333333,2
18032,4.1058198,12.9389345,6.5967711,57.33333333,2
18047,4.1049347,12.9388428,6.6105652,57,2
18062,4.1014711,12.9354249,6.6007385,56,2
18077,4.0976258,12.9330291,6.6079712,57.33333333,2
18092,4.0995637,12.9334567,6.6094819,57,2
18107,4.1006315,12.93396,6.6094055,58,2
18122,4.0990907,12.9349365,6.6110077,56,2
18137,4.0995334,12.932022,6.601883,55.66666667,2
18152,4.0927736,12.9348754,6.6076967,57.66666667,2
18167,4.095154,12.9289703,6.6159515,58.5,2
18182,4.0908205,12.9314879,6.6101686,56.66666667,2
18197,4.0923005,12.9304808,6.6169588,57,2
18212,4.0913086,12.9358521,6.6062926,56,2
18227,4.0945892,12.9458314,6.6091615,58.33333333,2
18242,4.0882113,12.9383241,6.609146,58.33333333,2
18257,4.0867919,12.9363708,6.6138308,59,2
18272,4.0872652,12.9339295,6.6121979,56,3
18287,4.0848391,12.9358827,6.6079102,57.66666667,3
18302,4.0817719,12.9398501,6.6045532,59,2
18317,4.0793458,12.9433594,6.5997468,59,2
18332,4.0808411,12.9418184,6.6046449,57.66666667,2
18347,4.0822758,12.9463043,6.6011811,59,2
18362,4.0793306,12.9418489,6.6021881,59,3
18377,4.0817873,12.9408722,6.5984651,58.66666667,3
18392,4.0817568,12.9423524,6.5933838,57.66666667,2
18407,4.0798493,12.9433137,6.6007538,57,2
18422,4.0753631,12.9413606,6.6031496,57,2
18437,4.0788727,12.9467926,6.5973661,55.5,2
18452,4.0787662,12.9433748,6.5934447,56,2
18467,4.0758668,12.9428256,6.595398,55.5,2
18482,4.0777589,12.949707,6.6003266,57.66666667,2
18497,4.0767672,12.9502411,6.5919187,58.66666667,2
18512,4.0763245,12.9448091,6.5950014,56.66666667,3
18527,4.0809786,12.9726107,6.5741424,59,3
18542,4.0789644,12.9641573,6.5589904,58.66666667,3
18557,4.0794219,12.9612581,6.5566254,58.33333333,3
18572,4.0774538,12.9612124,6.558136,58.66666667,3
18587,4.0765687,12.961258,6.5562288,58,3
